================================================================================
  얼티밋 쿨타임 룰 적용 메타 시뮬레이션
  룰: 얼티밋 쿨타임 = 전 직업 공통 4턴 (자기 턴 기준 감소)
================================================================================

  역할             SP비용    쿨타임
  ----------------------------
  attacker          6     4턴
  defender          3     4턴
  magician          4     4턴
  supporter         4     4턴
  healer            3     4턴

================================================================================
  메타별 캐릭터 얼티밋 쿨타임 (SP비용 + 2)
================================================================================

  M01 화상연계  (평균SPD: 98, 평균쿨타임: 4.0턴)
    다비           [magician  ] SP=4, 쿨타임=4턴
    카라라트리        [attacker  ] SP=6, 쿨타임=4턴
    세멜레          [magician  ] SP=4, 쿨타임=4턴
    지바           [healer    ] SP=3, 쿨타임=4턴
    살마키스         [supporter ] SP=4, 쿨타임=4턴

  M02 독정원    (평균SPD: 104, 평균쿨타임: 4.0턴)
    바리           [magician  ] SP=4, 쿨타임=4턴
    도계화          [magician  ] SP=4, 쿨타임=4턴
    상아           [supporter ] SP=4, 쿨타임=4턴
    티스베          [healer    ] SP=3, 쿨타임=4턴
    엘리시온         [defender  ] SP=3, 쿨타임=4턴

  M03 출혈폭딜  (평균SPD: 102, 평균쿨타임: 4.0턴)
    바토리          [supporter ] SP=4, 쿨타임=4턴
    미르칼라         [healer    ] SP=3, 쿨타임=4턴
    모건           [magician  ] SP=4, 쿨타임=4턴
  M01 vs M11 [=======             ] 18/50 완료
  M01 vs M11 [=======             ] 19/50 완료
  M01 vs M11 [========            ] 20/50 완료
  M01 vs M11 [========            ] 21/50 완료
  M01 vs M11 [========            ] 22/50 완료
  M01 vs M11 [=========           ] 23/50 완료
  M01 vs M11 [=========           ] 24/50 완료
  M01 vs M11 [==========          ] 25/50 완료
  M01 vs M11 [==========          ] 26/50 완료
  M01 vs M11 [==========          ] 27/50 완료
  M01 vs M11 [===========         ] 28/50 완료
  M01 vs M11 [===========         ] 29/50 완료
  M01 vs M11 [============        ] 30/50 완료
  M01 vs M11 [============        ] 31/50 완료
  M01 vs M11 [============        ] 32/50 완료
  M01 vs M11 [=============       ] 33/50 완료
  M01 vs M11 [=============       ] 34/50 완료
  M01 vs M11 [==============      ] 35/50 완료
  M01 vs M11 [==============      ] 36/50 완료
  M01 vs M11 [==============      ] 37/50 완료
  M01 vs M11 [===============     ] 38/50 완료
  M01 vs M11 [===============     ] 39/50 완료
  M01 vs M11 [================    ] 40/50 완료
  M01 vs M11 [================    ] 41/50 완료
  M01 vs M11 [================    ] 42/50 완료
  M01 vs M11 [=================   ] 43/50 완료
  M01 vs M11 [=================   ] 44/50 완료
  M01 vs M11 [==================  ] 45/50 완료
  M01 vs M11 [==================  ] 46/50 완료
  M01 vs M11 [==================  ] 47/50 완료
  M01 vs M11 [=================== ] 48/50 완료
  M01 vs M11 [=================== ] 49/50 완료
  M01 vs M11 [====================] 50/50 완료

  M01 vs M11: 0W / 50L / 0T  → 0.0%  avg_turn=59.9


  M01 vs M12 [                    ] 1/50 완료
  M01 vs M12 [                    ] 2/50 완료
  M01 vs M12 [=                   ] 3/50 완료
  M01 vs M12 [=                   ] 4/50 완료
  M01 vs M12 [==                  ] 5/50 완료
  M01 vs M12 [==                  ] 6/50 완료
  M01 vs M12 [==                  ] 7/50 완료
  M01 vs M12 [===                 ] 8/50 완료
  M01 vs M12 [===                 ] 9/50 완료
  M01 vs M12 [====                ] 10/50 완료
  M01 vs M12 [====                ] 11/50 완료
  M01 vs M12 [====                ] 12/50 완료
  M01 vs M12 [=====               ] 13/50 완료
  M01 vs M12 [=====               ] 14/50 완료
  M01 vs M12 [======              ] 15/50 완료
  M01 vs M12 [======              ] 16/50 완료
  M01 vs M12 [======              ] 17/50 완료
  M01 vs M12 [=======             ] 18/50 완료
  M01 vs M12 [=======             ] 19/50 완료
  M01 vs M12 [========            ] 20/50 완료
  M01 vs M12 [========            ] 21/50 완료
  M01 vs M12 [========            ] 22/50 완료
  M01 vs M12 [=========           ] 23/50 완료
  M01 vs M12 [=========           ] 24/50 완료
  M01 vs M12 [==========          ] 25/50 완료
  M01 vs M12 [==========          ] 26/50 완료
  M01 vs M12 [==========          ] 27/50 완료
  M01 vs M12 [===========         ] 28/50 완료
  M01 vs M12 [===========         ] 29/50 완료
  M01 vs M12 [============        ] 30/50 완료
  M01 vs M12 [============        ] 31/50 완료
  M01 vs M12 [============        ] 32/50 완료
  M01 vs M12 [=============       ] 33/50 완료
  M01 vs M12 [=============       ] 34/50 완료
  M01 vs M12 [==============      ] 35/50 완료
  M01 vs M12 [==============      ] 36/50 완료
  M01 vs M12 [==============      ] 37/50 완료
  M01 vs M12 [===============     ] 38/50 완료
  M01 vs M12 [===============     ] 39/50 완료
  M01 vs M12 [================    ] 40/50 완료
  M01 vs M12 [================    ] 41/50 완료
  M01 vs M12 [================    ] 42/50 완료
  M01 vs M12 [=================   ] 43/50 완료
  M01 vs M12 [=================   ] 44/50 완료
  M01 vs M12 [==================  ] 45/50 완료
  M01 vs M12 [==================  ] 46/50 완료
  M01 vs M12 [==================  ] 47/50 완료
  M01 vs M12 [=================== ] 48/50 완료
  M01 vs M12 [=================== ] 49/50 완료
  M01 vs M12 [====================] 50/50 완료

  M01 vs M12: 43W / 3L / 4T  → 90.0%  avg_turn=151.8




  M02 vs M01 [                    ] 1/50 완료
  M02 vs M01 [                    ] 2/50 완료
  M02 vs M01 [=                   ] 3/50 완료
  M02 vs M01 [=                   ] 4/50 완료
  M02 vs M01 [==                  ] 5/50 완료
  M02 vs M01 [==                  ] 6/50 완료
  M02 vs M01 [==                  ] 7/50 완료
  M02 vs M01 [===                 ] 8/50 완료
  M02 vs M01 [===                 ] 9/50 완료
  M02 vs M01 [====                ] 10/50 완료
  M02 vs M01 [====                ] 11/50 완료
  M02 vs M01 [====                ] 12/50 완료
  M02 vs M01 [=====               ] 13/50 완료
  M02 vs M01 [=====               ] 14/50 완료
  M02 vs M01 [======              ] 15/50 완료
  M02 vs M01 [======              ] 16/50 완료
  M02 vs M01 [======              ] 17/50 완료
  M02 vs M01 [=======             ] 18/50 완료
  M02 vs M01 [=======             ] 19/50 완료
  M02 vs M01 [========            ] 20/50 완료
  M02 vs M01 [========            ] 21/50 완료
  M02 vs M01 [========            ] 22/50 완료
  M02 vs M01 [=========           ] 23/50 완료
  M02 vs M01 [=========           ] 24/50 완료
  M02 vs M01 [==========          ] 25/50 완료
  M02 vs M01 [==========          ] 26/50 완료
  M02 vs M01 [==========          ] 27/50 완료
  M02 vs M01 [===========         ] 28/50 완료
  M02 vs M01 [===========         ] 29/50 완료
  M02 vs M01 [============        ] 30/50 완료
  M02 vs M01 [============        ] 31/50 완료
  M02 vs M01 [============        ] 32/50 완료
  M02 vs M01 [=============       ] 33/50 완료
  M02 vs M01 [=============       ] 34/50 완료
  M02 vs M01 [==============      ] 35/50 완료
  M02 vs M01 [==============      ] 36/50 완료
  M02 vs M01 [==============      ] 37/50 완료
  M02 vs M01 [===============     ] 38/50 완료
  M02 vs M01 [===============     ] 39/50 완료
  M02 vs M01 [================    ] 40/50 완료
  M02 vs M01 [================    ] 41/50 완료
  M02 vs M01 [================    ] 42/50 완료
  M02 vs M01 [=================   ] 43/50 완료
  M02 vs M01 [=================   ] 44/50 완료
  M02 vs M01 [==================  ] 45/50 완료
  M02 vs M01 [==================  ] 46/50 완료
  M02 vs M01 [==================  ] 47/50 완료
  M02 vs M01 [=================== ] 48/50 완료
  M02 vs M01 [=================== ] 49/50 완료
  M02 vs M01 [====================] 50/50 완료

  M02 vs M01: 38W / 2L / 10T  → 86.0%  avg_turn=168.1


  M02 vs M03 [                    ] 1/50 완료
  M02 vs M03 [                    ] 2/50 완료
  M02 vs M03 [=                   ] 3/50 완료
  M02 vs M03 [=                   ] 4/50 완료
  M02 vs M03 [==                  ] 5/50 완료
  M02 vs M03 [==                  ] 6/50 완료
  M02 vs M03 [==                  ] 7/50 완료
  M02 vs M03 [===                 ] 8/50 완료
  M02 vs M03 [===                 ] 9/50 완료
  M02 vs M03 [====                ] 10/50 완료
  M02 vs M03 [====                ] 11/50 완료
  M02 vs M03 [====                ] 12/50 완료
  M02 vs M03 [=====               ] 13/50 완료
  M02 vs M03 [=====               ] 14/50 완료
  M02 vs M03 [======              ] 15/50 완료
  M02 vs M03 [======              ] 16/50 완료
  M02 vs M03 [======              ] 17/50 완료
  M02 vs M03 [=======             ] 18/50 완료
  M02 vs M03 [=======             ] 19/50 완료
  M02 vs M03 [========            ] 20/50 완료
  M02 vs M03 [========            ] 21/50 완료
  M02 vs M03 [========            ] 22/50 완료
  M02 vs M03 [=========           ] 23/50 완료
  M02 vs M03 [=========           ] 24/50 완료
  M02 vs M03 [==========          ] 25/50 완료
  M02 vs M03 [==========          ] 26/50 완료
  M02 vs M03 [==========          ] 27/50 완료
  M02 vs M03 [===========         ] 28/50 완료
  M02 vs M03 [===========         ] 29/50 완료
  M02 vs M03 [============        ] 30/50 완료
  M02 vs M03 [============        ] 31/50 완료
  M02 vs M03 [============        ] 32/50 완료
  M02 vs M03 [=============       ] 33/50 완료
  M02 vs M03 [=============       ] 34/50 완료
  M02 vs M03 [==============      ] 35/50 완료
  M02 vs M03 [==============      ] 36/50 완료
  M02 vs M03 [==============      ] 37/50 완료
  M02 vs M03 [===============     ] 38/50 완료
  M02 vs M03 [===============     ] 39/50 완료
  M02 vs M03 [================    ] 40/50 완료
  M02 vs M03 [================    ] 41/50 완료
  M02 vs M03 [================    ] 42/50 완료
  M02 vs M03 [=================   ] 43/50 완료
  M02 vs M03 [=================   ] 44/50 완료
  M02 vs M03 [==================  ] 45/50 완료
  M02 vs M03 [==================  ] 46/50 완료
  M02 vs M03 [==================  ] 47/50 완료
  M02 vs M03 [=================== ] 48/50 완료
  M02 vs M03 [=================== ] 49/50 완료
  M02 vs M03 [====================] 50/50 완료

  M02 vs M03: 0W / 50L / 0T  → 0.0%  avg_turn=86.3


  M02 vs M04 [                    ] 1/50 완료
  M02 vs M04 [                    ] 2/50 완료
  M02 vs M04 [=                   ] 3/50 완료
  M02 vs M04 [=                   ] 4/50 완료
  M02 vs M04 [==                  ] 5/50 완료
  M02 vs M04 [==                  ] 6/50 완료
  M02 vs M04 [==                  ] 7/50 완료
  M02 vs M04 [===                 ] 8/50 완료
  M02 vs M04 [===                 ] 9/50 완료
  M02 vs M04 [====                ] 10/50 완료
  M02 vs M04 [====                ] 11/50 완료
  M02 vs M04 [====                ] 12/50 완료
  M02 vs M04 [=====               ] 13/50 완료
  M02 vs M04 [=====               ] 14/50 완료
  M02 vs M04 [======              ] 15/50 완료
  M02 vs M04 [======              ] 16/50 완료
  M02 vs M04 [======              ] 17/50 완료
  M02 vs M04 [=======             ] 18/50 완료
  M02 vs M04 [=======             ] 19/50 완료
  M02 vs M04 [========            ] 20/50 완료
  M02 vs M04 [========            ] 21/50 완료
  M02 vs M04 [========            ] 22/50 완료
  M02 vs M04 [=========           ] 23/50 완료
  M02 vs M04 [=========           ] 24/50 완료
  M02 vs M04 [==========          ] 25/50 완료
  M02 vs M04 [==========          ] 26/50 완료
  M02 vs M04 [==========          ] 27/50 완료
  M02 vs M04 [===========         ] 28/50 완료
  M02 vs M04 [===========         ] 29/50 완료
  M02 vs M04 [============        ] 30/50 완료
  M02 vs M04 [============        ] 31/50 완료
  M02 vs M04 [============        ] 32/50 완료
  M02 vs M04 [=============       ] 33/50 완료
  M02 vs M04 [=============       ] 34/50 완료
  M02 vs M04 [==============      ] 35/50 완료
  M02 vs M04 [==============      ] 36/50 완료
  M02 vs M04 [==============      ] 37/50 완료
  M02 vs M04 [===============     ] 38/50 완료
  M02 vs M04 [===============     ] 39/50 완료
  M02 vs M04 [================    ] 40/50 완료
  M02 vs M04 [================    ] 41/50 완료
  M02 vs M04 [================    ] 42/50 완료
  M02 vs M04 [=================   ] 43/50 완료
  M02 vs M04 [=================   ] 44/50 완료
  M02 vs M04 [==================  ] 45/50 완료
  M02 vs M04 [==================  ] 46/50 완료
  M02 vs M04 [==================  ] 47/50 완료
  M02 vs M04 [=================== ] 48/50 완료
  M02 vs M04 [=================== ] 49/50 완료
  M02 vs M04 [====================] 50/50 완료

  M02 vs M04: 46W / 1L / 3T  → 95.0%  avg_turn=177.3


  M02 vs M05 [                    ] 1/50 완료
  M02 vs M05 [                    ] 2/50 완료
  M02 vs M05 [=                   ] 3/50 완료
  M02 vs M05 [=                   ] 4/50 완료
  M02 vs M05 [==                  ] 5/50 완료
  M02 vs M05 [==                  ] 6/50 완료
  M02 vs M05 [==                  ] 7/50 완료
  M02 vs M05 [===                 ] 8/50 완료
  M02 vs M05 [===                 ] 9/50 완료
  M02 vs M05 [====                ] 10/50 완료
  M02 vs M05 [====                ] 11/50 완료
  M02 vs M05 [====                ] 12/50 완료
  M02 vs M05 [=====               ] 13/50 완료
  M02 vs M05 [=====               ] 14/50 완료
  M02 vs M05 [======              ] 15/50 완료
  M02 vs M05 [======              ] 16/50 완료
  M02 vs M05 [======              ] 17/50 완료
  M02 vs M05 [=======             ] 18/50 완료
  M02 vs M05 [=======             ] 19/50 완료
  M02 vs M05 [========            ] 20/50 완료
  M02 vs M05 [========            ] 21/50 완료
  M02 vs M05 [========            ] 22/50 완료
  M02 vs M05 [=========           ] 23/50 완료
  M02 vs M05 [=========           ] 24/50 완료
  M02 vs M05 [==========          ] 25/50 완료
  M02 vs M05 [==========          ] 26/50 완료
  M02 vs M05 [==========          ] 27/50 완료
  M02 vs M05 [===========         ] 28/50 완료
  M02 vs M05 [===========         ] 29/50 완료
  M02 vs M05 [============        ] 30/50 완료
  M02 vs M05 [============        ] 31/50 완료
  M02 vs M05 [============        ] 32/50 완료
  M02 vs M05 [=============       ] 33/50 완료
  M02 vs M05 [=============       ] 34/50 완료
  M02 vs M05 [==============      ] 35/50 완료
  M02 vs M05 [==============      ] 36/50 완료
  M02 vs M05 [==============      ] 37/50 완료
  M02 vs M05 [===============     ] 38/50 완료
  M02 vs M05 [===============     ] 39/50 완료
  M02 vs M05 [================    ] 40/50 완료
  M02 vs M05 [================    ] 41/50 완료
  M02 vs M05 [================    ] 42/50 완료
  M02 vs M05 [=================   ] 43/50 완료
  M02 vs M05 [=================   ] 44/50 완료
  M02 vs M05 [==================  ] 45/50 완료
  M02 vs M05 [==================  ] 46/50 완료
  M02 vs M05 [==================  ] 47/50 완료
  M02 vs M05 [=================== ] 48/50 완료
  M02 vs M05 [=================== ] 49/50 완료
  M02 vs M05 [====================] 50/50 완료

  M02 vs M05: 0W / 16L / 34T  → 34.0%  avg_turn=375.4


  M02 vs M06 [                    ] 1/50 완료
  M02 vs M06 [                    ] 2/50 완료
  M02 vs M06 [=                   ] 3/50 완료
  M02 vs M06 [=                   ] 4/50 완료
  M02 vs M06 [==                  ] 5/50 완료
  M02 vs M06 [==                  ] 6/50 완료
  M02 vs M06 [==                  ] 7/50 완료
  M02 vs M06 [===                 ] 8/50 완료
  M02 vs M06 [===                 ] 9/50 완료
  M02 vs M06 [====                ] 10/50 완료
  M02 vs M06 [====                ] 11/50 완료
  M02 vs M06 [====                ] 12/50 완료
  M02 vs M06 [=====               ] 13/50 완료
  M02 vs M06 [=====               ] 14/50 완료
  M02 vs M06 [======              ] 15/50 완료
  M02 vs M06 [======              ] 16/50 완료
  M02 vs M06 [======              ] 17/50 완료
  M02 vs M06 [=======             ] 18/50 완료
  M02 vs M06 [=======             ] 19/50 완료
  M02 vs M06 [========            ] 20/50 완료
  M02 vs M06 [========            ] 21/50 완료
  M02 vs M06 [========            ] 22/50 완료
  M02 vs M06 [=========           ] 23/50 완료
  M02 vs M06 [=========           ] 24/50 완료
  M02 vs M06 [==========          ] 25/50 완료
  M02 vs M06 [==========          ] 26/50 완료
  M02 vs M06 [==========          ] 27/50 완료
  M02 vs M06 [===========         ] 28/50 완료
  M02 vs M06 [===========         ] 29/50 완료
  M02 vs M06 [============        ] 30/50 완료
  M02 vs M06 [============        ] 31/50 완료
  M02 vs M06 [============        ] 32/50 완료
  M02 vs M06 [=============       ] 33/50 완료
  M02 vs M06 [=============       ] 34/50 완료
  M02 vs M06 [==============      ] 35/50 완료
  M02 vs M06 [==============      ] 36/50 완료
  M02 vs M06 [==============      ] 37/50 완료
  M02 vs M06 [===============     ] 38/50 완료
  M02 vs M06 [===============     ] 39/50 완료
  M02 vs M06 [================    ] 40/50 완료
  M02 vs M06 [================    ] 41/50 완료
  M02 vs M06 [================    ] 42/50 완료
  M02 vs M06 [=================   ] 43/50 완료
  M02 vs M06 [=================   ] 44/50 완료
  M02 vs M06 [==================  ] 45/50 완료
  M02 vs M06 [==================  ] 46/50 완료
  M02 vs M06 [==================  ] 47/50 완료
  M02 vs M06 [=================== ] 48/50 완료
  M02 vs M06 [=================== ] 49/50 완료
  M02 vs M06 [====================] 50/50 완료

  M02 vs M06: 18W / 31L / 1T  → 37.0%  avg_turn=74.4


  M02 vs M07 [                    ] 1/50 완료
  M02 vs M07 [                    ] 2/50 완료
  M02 vs M07 [=                   ] 3/50 완료
  M02 vs M07 [=                   ] 4/50 완료
  M02 vs M07 [==                  ] 5/50 완료
  M02 vs M07 [==                  ] 6/50 완료
  M02 vs M07 [==                  ] 7/50 완료
  M02 vs M07 [===                 ] 8/50 완료
  M02 vs M07 [===                 ] 9/50 완료
  M02 vs M07 [====                ] 10/50 완료
  M02 vs M07 [====                ] 11/50 완료
  M02 vs M07 [====                ] 12/50 완료
  M02 vs M07 [=====               ] 13/50 완료
  M02 vs M07 [=====               ] 14/50 완료
  M02 vs M07 [======              ] 15/50 완료
  M02 vs M07 [======              ] 16/50 완료
  M02 vs M07 [======              ] 17/50 완료
  M02 vs M07 [=======             ] 18/50 완료
  M02 vs M07 [=======             ] 19/50 완료
  M02 vs M07 [========            ] 20/50 완료
  M02 vs M07 [========            ] 21/50 완료
  M02 vs M07 [========            ] 22/50 완료
  M02 vs M07 [=========           ] 23/50 완료
  M02 vs M07 [=========           ] 24/50 완료
  M02 vs M07 [==========          ] 25/50 완료
  M02 vs M07 [==========          ] 26/50 완료
  M02 vs M07 [==========          ] 27/50 완료
  M02 vs M07 [===========         ] 28/50 완료
  M02 vs M07 [===========         ] 29/50 완료
